Compound,Date,Negative,Neutral,News_Org,Positive,Tweets Ago
-0.3612,Thu Jul 12 02:37:37 +0000 2018,0.828,0.172,Fox News,0.0,6
0.0,Thu Jul 12 02:32:00 +0000 2018,1.0,0.0,Fox News,0.0,7
0.34,Thu Jul 12 02:27:00 +0000 2018,0.63,0.138,Fox News,0.232,8
0.1531,Thu Jul 12 02:17:57 +0000 2018,0.914,0.0,Fox News,0.086,9
0.0,Thu Jul 12 02:09:59 +0000 2018,1.0,0.0,Fox News,0.0,10
0.8266,Thu Jul 12 02:06:50 +0000 2018,0.648,0.0,Fox News,0.352,11
0.5574,Thu Jul 12 02:01:44 +0000 2018,0.841,0.0,Fox News,0.159,12
-0.4588,Thu Jul 12 01:57:57 +0000 2018,0.625,0.375,Fox News,0.0,13
-0.4767,Thu Jul 12 01:52:14 +0000 2018,0.721,0.279,Fox News,0.0,14
0.0,Thu Jul 12 01:44:00 +0000 2018,1.0,0.0,Fox News,0.0,15
-0.4404,Thu Jul 12 01:44:00 +0000 2018,0.791,0.209,Fox News,0.0,16
0.4215,Thu Jul 12 01:39:00 +0000 2018,0.872,0.0,Fox News,0.128,17
0.3182,Thu Jul 12 01:32:31 +0000 2018,0.874,0.0,Fox News,0.126,18
0.0,Thu Jul 12 01:21:41 +0000 2018,1.0,0.0,Fox News,0.0,19
-0.8481,Thu Jul 12 01:15:00 +0000 2018,0.495,0.505,Fox News,0.0,20
0.4939,Thu Jul 12 03:10:44 +0000 2018,0.724,0.0,Fox News,0.276,21
-0.296,Thu Jul 12 02:58:00 +0000 2018,0.864,0.136,Fox News,0.0,22
-0.2732,Thu Jul 12 02:54:36 +0000 2018,0.84,0.16,Fox News,0.0,23
-0.4588,Thu Jul 12 02:50:01 +0000 2018,0.864,0.136,Fox News,0.0,24
-0.34,Thu Jul 12 02:44:54 +0000 2018,0.862,0.138,Fox News,0.0,25
-0.3612,Thu Jul 12 02:37:37 +0000 2018,0.828,0.172,Fox News,0.0,26
0.0,Thu Jul 12 02:32:00 +0000 2018,1.0,0.0,Fox News,0.0,27
0.34,Thu Jul 12 02:27:00 +0000 2018,0.63,0.138,Fox News,0.232,28
0.1531,Thu Jul 12 02:17:57 +0000 2018,0.914,0.0,Fox News,0.086,29
0.0,Thu Jul 12 02:09:59 +0000 2018,1.0,0.0,Fox News,0.0,30
0.8266,Thu Jul 12 02:06:50 +0000 2018,0.648,0.0,Fox News,0.352,31
0.5574,Thu Jul 12 02:01:44 +0000 2018,0.841,0.0,Fox News,0.159,32
-0.4588,Thu Jul 12 01:57:57 +0000 2018,0.625,0.375,Fox News,0.0,33
-0.4767,Thu Jul 12 01:52:14 +0000 2018,0.721,0.279,Fox News,0.0,34
0.0,Thu Jul 12 01:44:00 +0000 2018,1.0,0.0,Fox News,0.0,35
-0.4404,Thu Jul 12 01:44:00 +0000 2018,0.791,0.209,Fox News,0.0,36
0.4215,Thu Jul 12 01:39:00 +0000 2018,0.872,0.0,Fox News,0.128,37
0.3182,Thu Jul 12 01:32:31 +0000 2018,0.874,0.0,Fox News,0.126,38
0.0,Thu Jul 12 01:21:41 +0000 2018,1.0,0.0,Fox News,0.0,39
-0.8481,Thu Jul 12 01:15:00 +0000 2018,0.495,0.505,Fox News,0.0,40
0.4939,Thu Jul 12 03:10:44 +0000 2018,0.724,0.0,Fox News,0.276,41
-0.296,Thu Jul 12 02:58:00 +0000 2018,0.864,0.136,Fox News,0.0,42
-0.2732,Thu Jul 12 02:54:36 +0000 2018,0.84,0.16,Fox News,0.0,43
-0.4588,Thu Jul 12 02:50:01 +0000 2018,0.864,0.136,Fox News,0.0,44
-0.34,Thu Jul 12 02:44:54 +0000 2018,0.862,0.138,Fox News,0.0,45
-0.3612,Thu Jul 12 02:37:37 +0000 2018,0.828,0.172,Fox News,0.0,46
0.0,Thu Jul 12 02:32:00 +0000 2018,1.0,0.0,Fox News,0.0,47
0.34,Thu Jul 12 02:27:00 +0000 2018,0.63,0.138,Fox News,0.232,48
0.1531,Thu Jul 12 02:17:57 +0000 2018,0.914,0.0,Fox News,0.086,49
0.0,Thu Jul 12 02:09:59 +0000 2018,1.0,0.0,Fox News,0.0,50
0.8266,Thu Jul 12 02:06:50 +0000 2018,0.648,0.0,Fox News,0.352,51
0.5574,Thu Jul 12 02:01:44 +0000 2018,0.841,0.0,Fox News,0.159,52
-0.4588,Thu Jul 12 01:57:57 +0000 2018,0.625,0.375,Fox News,0.0,53
-0.4767,Thu Jul 12 01:52:14 +0000 2018,0.721,0.279,Fox News,0.0,54
0.0,Thu Jul 12 01:44:00 +0000 2018,1.0,0.0,Fox News,0.0,55
-0.4404,Thu Jul 12 01:44:00 +0000 2018,0.791,0.209,Fox News,0.0,56
0.4215,Thu Jul 12 01:39:00 +0000 2018,0.872,0.0,Fox News,0.128,57
0.3182,Thu Jul 12 01:32:31 +0000 2018,0.874,0.0,Fox News,0.126,58
0.0,Thu Jul 12 01:21:41 +0000 2018,1.0,0.0,Fox News,0.0,59
-0.8481,Thu Jul 12 01:15:00 +0000 2018,0.495,0.505,Fox News,0.0,60
0.4939,Thu Jul 12 03:10:44 +0000 2018,0.724,0.0,Fox News,0.276,61
-0.296,Thu Jul 12 02:58:00 +0000 2018,0.864,0.136,Fox News,0.0,62
-0.2732,Thu Jul 12 02:54:36 +0000 2018,0.84,0.16,Fox News,0.0,63
-0.4588,Thu Jul 12 02:50:01 +0000 2018,0.864,0.136,Fox News,0.0,64
-0.34,Thu Jul 12 02:44:54 +0000 2018,0.862,0.138,Fox News,0.0,65
-0.3612,Thu Jul 12 02:37:37 +0000 2018,0.828,0.172,Fox News,0.0,66
0.0,Thu Jul 12 02:32:00 +0000 2018,1.0,0.0,Fox News,0.0,67
0.34,Thu Jul 12 02:27:00 +0000 2018,0.63,0.138,Fox News,0.232,68
0.1531,Thu Jul 12 02:17:57 +0000 2018,0.914,0.0,Fox News,0.086,69
0.0,Thu Jul 12 02:09:59 +0000 2018,1.0,0.0,Fox News,0.0,70
0.8266,Thu Jul 12 02:06:50 +0000 2018,0.648,0.0,Fox News,0.352,71
0.5574,Thu Jul 12 02:01:44 +0000 2018,0.841,0.0,Fox News,0.159,72
-0.4588,Thu Jul 12 01:57:57 +0000 2018,0.625,0.375,Fox News,0.0,73
-0.4767,Thu Jul 12 01:52:14 +0000 2018,0.721,0.279,Fox News,0.0,74
0.0,Thu Jul 12 01:44:00 +0000 2018,1.0,0.0,Fox News,0.0,75
-0.4404,Thu Jul 12 01:44:00 +0000 2018,0.791,0.209,Fox News,0.0,76
0.4215,Thu Jul 12 01:39:00 +0000 2018,0.872,0.0,Fox News,0.128,77
0.3182,Thu Jul 12 01:32:31 +0000 2018,0.874,0.0,Fox News,0.126,78
0.0,Thu Jul 12 01:21:41 +0000 2018,1.0,0.0,Fox News,0.0,79
-0.8481,Thu Jul 12 01:15:00 +0000 2018,0.495,0.505,Fox News,0.0,80
0.4939,Thu Jul 12 03:10:44 +0000 2018,0.724,0.0,Fox News,0.276,81
-0.296,Thu Jul 12 02:58:00 +0000 2018,0.864,0.136,Fox News,0.0,82
-0.2732,Thu Jul 12 02:54:36 +0000 2018,0.84,0.16,Fox News,0.0,83
-0.4588,Thu Jul 12 02:50:01 +0000 2018,0.864,0.136,Fox News,0.0,84
-0.34,Thu Jul 12 02:44:54 +0000 2018,0.862,0.138,Fox News,0.0,85
-0.3612,Thu Jul 12 02:37:37 +0000 2018,0.828,0.172,Fox News,0.0,86
0.0,Thu Jul 12 02:32:00 +0000 2018,1.0,0.0,Fox News,0.0,87
0.34,Thu Jul 12 02:27:00 +0000 2018,0.63,0.138,Fox News,0.232,88
0.1531,Thu Jul 12 02:17:57 +0000 2018,0.914,0.0,Fox News,0.086,89
0.0,Thu Jul 12 02:09:59 +0000 2018,1.0,0.0,Fox News,0.0,90
0.8266,Thu Jul 12 02:06:50 +0000 2018,0.648,0.0,Fox News,0.352,91
0.5574,Thu Jul 12 02:01:44 +0000 2018,0.841,0.0,Fox News,0.159,92
-0.4588,Thu Jul 12 01:57:57 +0000 2018,0.625,0.375,Fox News,0.0,93
-0.4767,Thu Jul 12 01:52:14 +0000 2018,0.721,0.279,Fox News,0.0,94
0.0,Thu Jul 12 01:44:00 +0000 2018,1.0,0.0,Fox News,0.0,95
-0.4404,Thu Jul 12 01:44:00 +0000 2018,0.791,0.209,Fox News,0.0,96
0.4215,Thu Jul 12 01:39:00 +0000 2018,0.872,0.0,Fox News,0.128,97
0.3182,Thu Jul 12 01:32:31 +0000 2018,0.874,0.0,Fox News,0.126,98
0.0,Thu Jul 12 01:21:41 +0000 2018,1.0,0.0,Fox News,0.0,99
-0.8481,Thu Jul 12 01:15:00 +0000 2018,0.495,0.505,Fox News,0.0,100
-0.2732,Thu Jul 12 03:17:02 +0000 2018,0.9,0.1,The New York Times,0.0,1
-0.5994,Thu Jul 12 03:02:05 +0000 2018,0.755,0.245,The New York Times,0.0,2
-0.2732,Thu Jul 12 02:47:05 +0000 2018,0.905,0.095,The New York Times,0.0,3
0.0258,Thu Jul 12 02:32:06 +0000 2018,0.656,0.169,The New York Times,0.175,4
0.8442,Thu Jul 12 02:17:04 +0000 2018,0.687,0.0,The New York Times,0.313,5
0.0,Thu Jul 12 02:02:03 +0000 2018,1.0,0.0,The New York Times,0.0,6
0.0,Thu Jul 12 01:47:05 +0000 2018,1.0,0.0,The New York Times,0.0,7
0.0,Thu Jul 12 01:32:06 +0000 2018,1.0,0.0,The New York Times,0.0,8
-0.4215,Thu Jul 12 01:17:05 +0000 2018,0.865,0.135,The New York Times,0.0,9
0.0,Thu Jul 12 01:02:02 +0000 2018,1.0,0.0,The New York Times,0.0,10
-0.7717,Thu Jul 12 00:47:06 +0000 2018,0.767,0.233,The New York Times,0.0,11
-0.4389,Thu Jul 12 00:32:06 +0000 2018,0.868,0.132,The New York Times,0.0,12
0.3182,Thu Jul 12 00:17:05 +0000 2018,0.897,0.0,The New York Times,0.103,13
-0.765,Thu Jul 12 00:02:05 +0000 2018,0.72,0.28,The New York Times,0.0,14
0.0,Wed Jul 11 23:47:04 +0000 2018,1.0,0.0,The New York Times,0.0,15
-0.3506,Wed Jul 11 23:32:07 +0000 2018,0.764,0.177,The New York Times,0.06,16
0.9118,Wed Jul 11 23:17:02 +0000 2018,0.574,0.0,The New York Times,0.426,17
-0.3612,Wed Jul 11 23:02:04 +0000 2018,0.762,0.238,The New York Times,0.0,18
0.0,Wed Jul 11 22:47:04 +0000 2018,1.0,0.0,The New York Times,0.0,19
-0.296,Wed Jul 11 22:32:07 +0000 2018,0.691,0.179,The New York Times,0.13,20
-0.2732,Thu Jul 12 03:17:02 +0000 2018,0.9,0.1,The New York Times,0.0,21
-0.5994,Thu Jul 12 03:02:05 +0000 2018,0.755,0.245,The New York Times,0.0,22
-0.2732,Thu Jul 12 02:47:05 +0000 2018,0.905,0.095,The New York Times,0.0,23
0.0258,Thu Jul 12 02:32:06 +0000 2018,0.656,0.169,The New York Times,0.175,24
0.8442,Thu Jul 12 02:17:04 +0000 2018,0.687,0.0,The New York Times,0.313,25
0.0,Thu Jul 12 02:02:03 +0000 2018,1.0,0.0,The New York Times,0.0,26
0.0,Thu Jul 12 01:47:05 +0000 2018,1.0,0.0,The New York Times,0.0,27
0.0,Thu Jul 12 01:32:06 +0000 2018,1.0,0.0,The New York Times,0.0,28
-0.4215,Thu Jul 12 01:17:05 +0000 2018,0.865,0.135,The New York Times,0.0,29
0.0,Thu Jul 12 01:02:02 +0000 2018,1.0,0.0,The New York Times,0.0,30
-0.7717,Thu Jul 12 00:47:06 +0000 2018,0.767,0.233,The New York Times,0.0,31
-0.4389,Thu Jul 12 00:32:06 +0000 2018,0.868,0.132,The New York Times,0.0,32
0.3182,Thu Jul 12 00:17:05 +0000 2018,0.897,0.0,The New York Times,0.103,33
-0.765,Thu Jul 12 00:02:05 +0000 2018,0.72,0.28,The New York Times,0.0,34
0.0,Wed Jul 11 23:47:04 +0000 2018,1.0,0.0,The New York Times,0.0,35
-0.3506,Wed Jul 11 23:32:07 +0000 2018,0.764,0.177,The New York Times,0.06,36
0.9118,Wed Jul 11 23:17:02 +0000 2018,0.574,0.0,The New York Times,0.426,37
-0.3612,Wed Jul 11 23:02:04 +0000 2018,0.762,0.238,The New York Times,0.0,38
0.0,Wed Jul 11 22:47:04 +0000 2018,1.0,0.0,The New York Times,0.0,39
-0.296,Wed Jul 11 22:32:07 +0000 2018,0.691,0.179,The New York Times,0.13,40
-0.2732,Thu Jul 12 03:17:02 +0000 2018,0.9,0.1,The New York Times,0.0,41
-0.5994,Thu Jul 12 03:02:05 +0000 2018,0.755,0.245,The New York Times,0.0,42
-0.2732,Thu Jul 12 02:47:05 +0000 2018,0.905,0.095,The New York Times,0.0,43
0.0258,Thu Jul 12 02:32:06 +0000 2018,0.656,0.169,The New York Times,0.175,44
0.8442,Thu Jul 12 02:17:04 +0000 2018,0.687,0.0,The New York Times,0.313,45
0.0,Thu Jul 12 02:02:03 +0000 2018,1.0,0.0,The New York Times,0.0,46
0.0,Thu Jul 12 01:47:05 +0000 2018,1.0,0.0,The New York Times,0.0,47
0.0,Thu Jul 12 01:32:06 +0000 2018,1.0,0.0,The New York Times,0.0,48
-0.4215,Thu Jul 12 01:17:05 +0000 2018,0.865,0.135,The New York Times,0.0,49
0.0,Thu Jul 12 01:02:02 +0000 2018,1.0,0.0,The New York Times,0.0,50
-0.7717,Thu Jul 12 00:47:06 +0000 2018,0.767,0.233,The New York Times,0.0,51
-0.4389,Thu Jul 12 00:32:06 +0000 2018,0.868,0.132,The New York Times,0.0,52
0.3182,Thu Jul 12 00:17:05 +0000 2018,0.897,0.0,The New York Times,0.103,53
-0.765,Thu Jul 12 00:02:05 +0000 2018,0.72,0.28,The New York Times,0.0,54
0.0,Wed Jul 11 23:47:04 +0000 2018,1.0,0.0,The New York Times,0.0,55
-0.3506,Wed Jul 11 23:32:07 +0000 2018,0.764,0.177,The New York Times,0.06,56
0.9118,Wed Jul 11 23:17:02 +0000 2018,0.574,0.0,The New York Times,0.426,57
-0.3612,Wed Jul 11 23:02:04 +0000 2018,0.762,0.238,The New York Times,0.0,58
0.0,Wed Jul 11 22:47:04 +0000 2018,1.0,0.0,The New York Times,0.0,59
-0.296,Wed Jul 11 22:32:07 +0000 2018,0.691,0.179,The New York Times,0.13,60
-0.2732,Thu Jul 12 03:17:02 +0000 2018,0.9,0.1,The New York Times,0.0,61
-0.5994,Thu Jul 12 03:02:05 +0000 2018,0.755,0.245,The New York Times,0.0,62
-0.2732,Thu Jul 12 02:47:05 +0000 2018,0.905,0.095,The New York Times,0.0,63
0.0258,Thu Jul 12 02:32:06 +0000 2018,0.656,0.169,The New York Times,0.175,64
0.8442,Thu Jul 12 02:17:04 +0000 2018,0.687,0.0,The New York Times,0.313,65
0.0,Thu Jul 12 02:02:03 +0000 2018,1.0,0.0,The New York Times,0.0,66
0.0,Thu Jul 12 01:47:05 +0000 2018,1.0,0.0,The New York Times,0.0,67
0.0,Thu Jul 12 01:32:06 +0000 2018,1.0,0.0,The New York Times,0.0,68
-0.4215,Thu Jul 12 01:17:05 +0000 2018,0.865,0.135,The New York Times,0.0,69
0.0,Thu Jul 12 01:02:02 +0000 2018,1.0,0.0,The New York Times,0.0,70
-0.7717,Thu Jul 12 00:47:06 +0000 2018,0.767,0.233,The New York Times,0.0,71
-0.4389,Thu Jul 12 00:32:06 +0000 2018,0.868,0.132,The New York Times,0.0,72
0.3182,Thu Jul 12 00:17:05 +0000 2018,0.897,0.0,The New York Times,0.103,73
-0.765,Thu Jul 12 00:02:05 +0000 2018,0.72,0.28,The New York Times,0.0,74
0.0,Wed Jul 11 23:47:04 +0000 2018,1.0,0.0,The New York Times,0.0,75
-0.3506,Wed Jul 11 23:32:07 +0000 2018,0.764,0.177,The New York Times,0.06,76
0.9118,Wed Jul 11 23:17:02 +0000 2018,0.574,0.0,The New York Times,0.426,77
-0.3612,Wed Jul 11 23:02:04 +0000 2018,0.762,0.238,The New York Times,0.0,78
0.0,Wed Jul 11 22:47:04 +0000 2018,1.0,0.0,The New York Times,0.0,79
-0.296,Wed Jul 11 22:32:07 +0000 2018,0.691,0.179,The New York Times,0.13,80
-0.2732,Thu Jul 12 03:17:02 +0000 2018,0.9,0.1,The New York Times,0.0,81
-0.5994,Thu Jul 12 03:02:05 +0000 2018,0.755,0.245,The New York Times,0.0,82
-0.2732,Thu Jul 12 02:47:05 +0000 2018,0.905,0.095,The New York Times,0.0,83
0.0258,Thu Jul 12 02:32:06 +0000 2018,0.656,0.169,The New York Times,0.175,84
0.8442,Thu Jul 12 02:17:04 +0000 2018,0.687,0.0,The New York Times,0.313,85
0.0,Thu Jul 12 02:02:03 +0000 2018,1.0,0.0,The New York Times,0.0,86
0.0,Thu Jul 12 01:47:05 +0000 2018,1.0,0.0,The New York Times,0.0,87
0.0,Thu Jul 12 01:32:06 +0000 2018,1.0,0.0,The New York Times,0.0,88
-0.4215,Thu Jul 12 01:17:05 +0000 2018,0.865,0.135,The New York Times,0.0,89
0.0,Thu Jul 12 01:02:02 +0000 2018,1.0,0.0,The New York Times,0.0,90
-0.7717,Thu Jul 12 00:47:06 +0000 2018,0.767,0.233,The New York Times,0.0,91
-0.4389,Thu Jul 12 00:32:06 +0000 2018,0.868,0.132,The New York Times,0.0,92
0.3182,Thu Jul 12 00:17:05 +0000 2018,0.897,0.0,The New York Times,0.103,93
-0.765,Thu Jul 12 00:02:05 +0000 2018,0.72,0.28,The New York Times,0.0,94
0.0,Wed Jul 11 23:47:04 +0000 2018,1.0,0.0,The New York Times,0.0,95
-0.3506,Wed Jul 11 23:32:07 +0000 2018,0.764,0.177,The New York Times,0.06,96
0.9118,Wed Jul 11 23:17:02 +0000 2018,0.574,0.0,The New York Times,0.426,97
-0.3612,Wed Jul 11 23:02:04 +0000 2018,0.762,0.238,The New York Times,0.0,98
0.0,Wed Jul 11 22:47:04 +0000 2018,1.0,0.0,The New York Times,0.0,99
-0.296,Wed Jul 11 22:32:07 +0000 2018,0.691,0.179,The New York Times,0.13,100
